gene.name,adj.pvals,lFC,subpopulation
CRK,2.51E-88,0.541569205,Ex1
SEPT6,1.04E-86,0.606081642,Ex1
DNAH14,1.40E-85,0.512737727,Ex1
HDAC5,1.68E-85,0.69915132,Ex1
CENPV,1.23E-78,0.555907431,Ex1
JADE1,5.06E-78,0.535196921,Ex1
EPB41L5,5.46E-76,0.553023728,Ex1
SPSB3,5.96E-75,0.564692767,Ex1
AZI2,4.23E-74,0.641498358,Ex1
ARRB1,8.11E-74,0.622074431,Ex1
ACBD5,3.29E-73,0.611695951,Ex1
MED10,3.93E-73,0.556049563,Ex1
NCOA4,9.08E-71,0.522703341,Ex1
KRT10,5.07E-69,0.569523963,Ex1
SUSD1,7.59E-69,0.67686611,Ex1
TMOD3,1.02E-67,0.563191627,Ex1
TCEAL6,2.15E-66,0.523576039,Ex1
TCF7L2,3.44E-65,0.626785022,Ex1
NEUROD6,1.86E-64,0.580103012,Ex1
ABCD4,2.30E-62,0.510890911,Ex1
GALNT8,1.26E-61,0.50678175,Ex1
ADNP2,3.98E-59,0.52172473,Ex1
PPP2R3A,5.62E-51,0.582199602,Ex1
CACHD1,0,2.727631496,Ex11
PTGER3,0,3.578033171,Ex11
OLFML2B,0,5.297609229,Ex11
GNG4,0,2.942267718,Ex11
PLD5,0,3.47255655,Ex11
GALNT14,0,2.90764249,Ex11
SMYD1,0,7.743591582,Ex11
NR4A2,0,5.339258693,Ex11
SYNPR,0,3.262825032,Ex11
MITF,0,3.023465927,Ex11
GNB4,0,3.707787849,Ex11
RGS12,0,3.691815144,Ex11
STK32B,0,3.529863873,Ex11
FRAS1,0,2.583848024,Ex11
PDLIM5,0,4.603506439,Ex11
SPOCK3,0,2.450583454,Ex11
PRLR,0,3.414063328,Ex11
EPB41L4A,0,2.80079064,Ex11
B3GAT2,0,2.730525343,Ex11
THEMIS,0,2.704231554,Ex11
ITGB8,0,2.677458787,Ex11
ZNF804B,0,2.555895248,Ex11
CPED1,0,4.693905753,Ex11
CHRM2,0,2.763837364,Ex11
AFF2,0,2.727715661,Ex11
OPRK1,0,2.960569585,Ex11
SNTB1,0,4.328584634,Ex11
ANXA1,0,3.601837726,Ex11
NTNG2,0,3.963280028,Ex11
CRTAC1,0,3.115890033,Ex11
HPSE2,0,4.400681771,Ex11
GFRA1,0,3.644036963,Ex11
SOX5,0,2.232867786,Ex11
PPP1R1A,0,2.682545269,Ex11
GAS2L3,0,5.220157334,Ex11
POSTN,0,7.856623234,Ex11
TRPC4,0,2.849023143,Ex11
KLHL1,0,4.187293107,Ex11
RASGRP1,0,2.316215713,Ex11
B2M,0,2.917886582,Ex11
ITGA11,0,3.24066241,Ex11
MCTP2,0,4.62614795,Ex11
RNF152,0,3.86979201,Ex11
GNG7,0,2.50366105,Ex11
DACH1,6.61E-305,2.240497739,Ex11
ZNF804A,1.66E-304,2.001705684,Ex11
SAMD3,1.92E-303,3.044219361,Ex11
UNC5C,1.82E-302,2.102702678,Ex11
FAP,6.19E-302,2.665062855,Ex11
KCNIP2,1.53E-295,1.948048133,Ex11
ERC2,1.59E-293,1.500079571,Ex11
MOXD1,4.68E-289,2.234215096,Ex11
SFMBT2,6.95E-284,2.31429606,Ex11
ISLR,9.83E-284,2.724706789,Ex11
GPD2,2.42E-282,2.16616861,Ex11
RASGEF1C,5.52E-275,2.331293212,Ex11
TRPC5,5.66E-272,2.113675698,Ex11
GDPD5,4.85E-266,2.862563,Ex11
TNFRSF19,3.52E-256,2.669145677,Ex11
GNG2,9.81E-255,1.852480232,Ex11
GSG1L,1.18E-252,1.941356469,Ex11
STPG2,6.96E-248,2.526918014,Ex11
SOCS2,1.19E-247,2.673246669,Ex11
SORBS2,1.82E-247,1.47797181,Ex11
CUX1,5.05E-246,1.754123213,Ex11
GLUL,3.50E-245,1.938036554,Ex11
SEMA6D,3.67E-244,1.910613427,Ex11
KCTD16,5.66E-242,1.316909735,Ex11
VPS13D,8.64E-242,1.79610636,Ex11
BDNF,1.63E-238,2.570080433,Ex11
SGCZ,7.55E-236,1.656672818,Ex11
GLRA2,2.13E-235,3.063375028,Ex11
MGAT5,2.82E-235,1.941553727,Ex11
CNTN6,5.03E-235,2.468582285,Ex11
LAMA4,3.46E-234,2.75960305,Ex11
ITGA7,7.92E-233,2.327754924,Ex11
PTPRU,2.80E-232,2.084234694,Ex11
SWAP70,1.29E-230,2.390229722,Ex11
RASSF3,5.78E-226,2.658953025,Ex11
PLA2G4A,1.24E-225,2.850880462,Ex11
MYO10,6.85E-223,2.921809063,Ex11
AK5,2.74E-220,1.245714257,Ex11
MREG,5.62E-220,2.235252907,Ex11
ABCC3,8.08E-219,2.914079361,Ex11
CADPS,1.00E-218,1.169600534,Ex11
TENM3,1.48E-218,1.648167388,Ex11
TENM4,5.45E-217,1.561303783,Ex11
INPP4B,4.68E-210,1.506444798,Ex11
GNAO1,1.33E-202,1.407532567,Ex11
SPOCK1,8.05E-201,1.312474986,Ex11
NRG1,3.75E-198,1.398895476,Ex11
ARPP19,1.77E-195,1.315444536,Ex11
GPR63,1.28E-194,1.886740508,Ex11
LSAMP,1.33E-194,0.933683769,Ex11
PCSK5,2.06E-194,1.891951479,Ex11
NWD2,6.11E-193,1.76685957,Ex11
TESC,1.97E-191,1.914448625,Ex11
LRRC39,8.90E-189,2.491404604,Ex11
CLTCL1,6.47E-188,2.569992865,Ex11
BTG3,8.97E-187,2.326780827,Ex11
MAP2K1,1.20E-185,1.572079683,Ex11
CNTNAP3B,1.46E-185,1.917216928,Ex11
PDZRN4,1.93E-184,1.282888401,Ex11
TEX2,1.22E-182,1.727487051,Ex11
TMEM132D,4.03E-181,1.188125281,Ex11
CHST2,3.51E-180,2.382816758,Ex11
HS3ST4,2.99E-178,1.306762876,Ex11
SLC26A4,4.36E-177,2.174475378,Ex11
ESRRG,3.21E-175,1.360685324,Ex11
C1GALT1,4.06E-175,1.846143348,Ex11
DSCAML1,3.87E-173,1.466177806,Ex11
RIT2,9.58E-173,1.474677274,Ex11
CSGALNACT1,3.06E-167,1.310531497,Ex11
MAGI3,7.78E-166,1.373824743,Ex11
CHN2,3.00E-164,1.339827735,Ex11
PDE1A,5.65E-164,1.083308966,Ex11
ARNTL2,2.90E-162,1.666526742,Ex11
SORCS3,3.35E-162,1.360541262,Ex11
CPNE5,1.79E-161,1.410204174,Ex11
TRHDE,2.42E-160,1.251038704,Ex11
FAM126A,1.29E-158,2.114581267,Ex11
TMEM163,3.02E-158,1.696390169,Ex11
MMP16,5.77E-158,1.167810228,Ex11
WNT3,9.35E-158,1.745823484,Ex11
CPNE4,6.18E-156,1.35314212,Ex11
CAB39L,3.22E-154,1.517805442,Ex11
CTNNA3,3.76E-154,1.809313074,Ex11
CDK18,2.95E-153,1.728405733,Ex11
ATP8B1,2.38E-152,1.670929945,Ex11
MPP7,4.19E-152,1.582755163,Ex11
PBX3,1.54E-151,2.04577014,Ex11
ARAP2,6.63E-150,1.241192439,Ex11
MAMDC2,9.27E-149,1.470846291,Ex11
C10orf11,1.00E-146,2.212077465,Ex11
SSTR2,1.08E-144,1.495346645,Ex11
BACE2,6.87E-144,2.264415629,Ex11
GBE1,4.57E-142,1.581688061,Ex11
B3GLCT,2.28E-141,1.392540069,Ex11
CADPS2,1.17E-137,0.964979841,Ex11
ENOX1,1.96E-137,1.011452465,Ex11
RXFP1,3.82E-135,1.224673913,Ex11
SYT10,4.69E-135,2.186633236,Ex11
CA10,5.76E-135,1.090468856,Ex11
ZNF385D,2.06E-134,0.944254935,Ex11
ZEB2,2.76E-134,1.179819876,Ex11
TMEM196,3.55E-133,1.546533454,Ex11
KRT17,5.20E-133,1.902290307,Ex11
PLXDC2,5.86E-130,1.09622114,Ex11
VWC2,7.30E-130,1.64415789,Ex11
CHST1,5.22E-128,1.310970655,Ex11
TMEM178A,1.01E-127,1.254055068,Ex11
AKAP13,1.42E-127,1.388317766,Ex11
SPEF2,3.05E-127,1.331479516,Ex11
SGCD,3.68E-127,1.298745622,Ex11
PRSS3,5.04E-127,1.40690304,Ex11
TPMT,2.03E-126,1.432323973,Ex11
THSD7B,2.13E-126,2.289077003,Ex11
RTN4RL2,1.21E-125,1.54991995,Ex11
GRIP1,1.37E-125,1.002514806,Ex11
CNTN4,4.03E-124,0.947268765,Ex11
GPC5,4.27E-124,1.218463116,Ex11
CLSTN2,6.43E-123,0.925514429,Ex11
LGI1,3.47E-119,1.225388697,Ex11
PDE7A,2.43E-118,1.51803552,Ex11
JAM2,7.36E-118,1.811581226,Ex11
SQLE,2.76E-117,1.712171073,Ex11
LNPEP,1.27E-116,1.113804826,Ex11
FAM110B,4.92E-115,1.255793281,Ex11
CDH6,3.34E-113,1.337202244,Ex11
CPLX2,5.76E-113,1.047607805,Ex11
ABCC8,1.29E-111,1.376194827,Ex11
TTLL7,1.60E-109,0.838771371,Ex11
STT3B,1.72E-107,1.73912994,Ex11
ST8SIA5,4.78E-107,1.105377588,Ex11
CHST11,2.83E-106,1.496753111,Ex11
CYSTM1,3.61E-106,1.445328619,Ex11
LRIG1,4.73E-106,1.68929683,Ex11
WNT2B,5.31E-106,1.545928325,Ex11
ARHGAP18,1.47E-105,1.544766059,Ex11
FAM102B,3.69E-105,1.231693462,Ex11
TMEM155,2.63E-104,1.300594396,Ex11
WSB1,3.39E-104,1.19310588,Ex11
AMZ1,3.71E-104,1.763385532,Ex11
DGKH,5.17E-104,1.147615512,Ex11
TRPS1,2.21E-103,1.116778591,Ex11
PRELID2,4.51E-103,1.202138586,Ex11
DGKD,1.61E-102,1.7565033,Ex11
CCNI,2.85E-102,0.983630864,Ex11
USP33,4.52E-102,1.078444736,Ex11
CREB5,4.60E-102,1.502839786,Ex11
ACTR3B,5.12E-102,1.048499211,Ex11
EEF1A1,2.10E-101,1.044590235,Ex11
C1orf95,3.06E-101,1.521821103,Ex11
ATP6V0E2,7.49E-101,0.980191308,Ex11
CDK6,4.77E-100,1.136941215,Ex11
RIMS3,9.56E-100,0.978542578,Ex11
SATB2,1.44E-99,0.862018606,Ex11
SLC24A4,2.71E-99,1.068109037,Ex11
EDA,4.10E-99,1.732292261,Ex11
GNPTAB,7.12E-98,1.017218956,Ex11
CD63,7.83E-98,1.454661914,Ex11
PELI1,3.05E-97,1.303611035,Ex11
SLC30A4,3.24E-96,1.272272369,Ex11
MAGI1,5.49E-96,0.726587988,Ex11
ADAMTS17,4.42E-95,2.615715817,Ex11
NPY1R,6.44E-95,1.144821386,Ex11
NKAIN3,6.75E-95,1.768082001,Ex11
RYBP,3.29E-94,1.043650795,Ex11
LTBP1,3.70E-94,1.850742506,Ex11
AVPI1,6.51E-94,1.614523152,Ex11
ADD3,3.72E-93,0.929063872,Ex11
MBOAT2,4.81E-93,1.043968232,Ex11
CACNA1E,5.70E-93,0.792078052,Ex11
IFI6,8.46E-93,1.250823121,Ex11
SRSF9,1.30E-92,1.249103987,Ex11
STK38L,7.26E-92,1.106555952,Ex11
NHS,6.11E-91,1.125130653,Ex11
DPYSL3,6.79E-91,1.214072378,Ex11
CTNNAL1,1.33E-90,1.209776052,Ex11
FAM171B,2.17E-90,0.905613641,Ex11
PTBP3,2.22E-90,1.113359862,Ex11
KCNA1,3.37E-90,1.001051351,Ex11
FRYL,8.31E-90,0.987540083,Ex11
SLITRK1,1.21E-89,1.262900807,Ex11
CARHSP1,1.16E-88,1.724584358,Ex11
ALDH1A1,1.43E-88,1.557421168,Ex11
ATP6V1H,1.47E-88,0.864876511,Ex11
TTLL11,1.78E-88,1.048956218,Ex11
FAM63B,4.56E-88,1.000868259,Ex11
MED27,5.27E-88,1.068795138,Ex11
KCNQ3,2.86E-87,0.774482053,Ex11
COMMD2,8.89E-87,1.375166425,Ex11
PPP1R12B,2.58E-86,0.847142237,Ex11
TRAM2,5.17E-86,1.668996124,Ex11
KIDINS220,1.04E-85,0.905608714,Ex11
MSMO1,1.30E-84,1.266698467,Ex11
SACS,3.28E-84,0.846289158,Ex11
GPATCH2,3.38E-84,1.015861693,Ex11
PCSK2,3.51E-84,0.714624007,Ex11
DYSF,9.02E-84,1.335259188,Ex11
TSPAN13,1.37E-83,0.964976035,Ex11
HOMER1,1.82E-83,0.810651386,Ex11
ANKRD30B,7.28E-83,1.540883451,Ex11
ANKMY2,2.40E-82,1.036999178,Ex11
ADAM23,7.30E-82,0.848519763,Ex11
SLIT1,1.56E-81,0.881516529,Ex11
CYTH1,2.15E-81,1.149669323,Ex11
AP2A1,4.72E-80,1.056546568,Ex11
PTPRQ,5.79E-80,1.78286425,Ex11
SETBP1,6.82E-80,0.867150068,Ex11
NAF1,1.79E-79,1.101663112,Ex11
FIGN,2.05E-79,0.910382446,Ex11
SORBS1,2.05E-79,0.728943377,Ex11
MGEA5,4.63E-79,0.78149852,Ex11
PASK,7.16E-79,1.553883091,Ex11
DCHS2,2.25E-78,1.516148821,Ex11
PLEKHA7,2.71E-78,1.221245639,Ex11
SCD5,3.63E-78,0.802545574,Ex11
COL19A1,5.50E-78,0.86646526,Ex11
RPS6KA5,1.77E-77,0.811751444,Ex11
CDKL2,8.13E-77,1.229520489,Ex11
GUSB,9.05E-77,1.37540656,Ex11
CALN1,1.39E-76,0.761477774,Ex11
LMBRD1,1.97E-76,0.936447753,Ex11
RPS13,4.45E-76,0.997061582,Ex11
HMGCS1,5.01E-76,1.136399624,Ex11
LIMS1,1.73E-75,1.453676428,Ex11
RAB37,1.98E-75,1.210610298,Ex11
SH3BGRL3,2.13E-75,1.125553367,Ex11
ABHD6,2.48E-75,1.065683812,Ex11
RBMS1,3.11E-75,0.895799867,Ex11
GLCE,3.97E-75,1.14742922,Ex11
RPS6KA2,6.12E-75,0.69855561,Ex11
PCDH17,6.43E-75,1.049646818,Ex11
GAB1,1.26E-74,0.851796018,Ex11
THTPA,9.71E-74,1.431195494,Ex11
SHTN1,2.74E-73,0.858479215,Ex11
SKAP2,5.52E-73,0.986966665,Ex11
LIN7A,1.51E-72,0.789411405,Ex11
SYNJ2,2.61E-72,0.723719809,Ex11
ALK,3.61E-72,1.717109946,Ex11
FAM134B,4.50E-72,0.731162185,Ex11
SLC20A1,4.64E-72,0.964670645,Ex11
CDKL5,9.62E-72,0.725697171,Ex11
RPS2,1.15E-71,0.889584464,Ex11
AKAP1,1.30E-71,1.035968082,Ex11
MYOM2,1.02E-70,1.184509788,Ex11
FGFR1OP,1.68E-70,1.026946821,Ex11
DYNLL1,1.91E-70,0.755546931,Ex11
UNC13B,4.96E-69,0.897204242,Ex11
FCHSD2,5.86E-69,0.887243627,Ex11
ARMC2,8.42E-69,0.871742523,Ex11
LRFN2,8.86E-69,0.818971049,Ex11
RPL21,1.02E-68,1.088548338,Ex11
IL17D,1.23E-68,1.093246499,Ex11
C16orf45,2.84E-68,0.728840829,Ex11
SEPW1,2.92E-68,0.674321098,Ex11
PPFIBP1,5.16E-68,0.784420562,Ex11
NHSL2,7.08E-68,0.884217878,Ex11
RPL11,3.10E-67,1.002745932,Ex11
KCNC2,5.17E-67,0.668281622,Ex11
ACO1,6.75E-67,1.051396644,Ex11
RPLP0,8.32E-67,0.868158812,Ex11
ELOVL7,9.34E-67,1.323215871,Ex11
DPYS,5.66E-66,1.380773933,Ex11
PPM1K,6.03E-66,0.757886824,Ex11
FRMD5,6.98E-66,0.657292378,Ex11
GYS1,1.03E-65,0.983306144,Ex11
HMGCR,3.41E-65,0.87931699,Ex11
TOMM7,4.18E-65,1.159638652,Ex11
C14orf37,5.41E-65,0.875477,Ex11
NAV3,1.22E-64,0.601528713,Ex11
CEP70,2.76E-64,0.91857324,Ex11
CDK17,3.91E-64,0.792669517,Ex11
ANKRD13A,4.55E-64,1.311481394,Ex11
NR2F1,4.74E-64,0.803320899,Ex11
CCDC65,7.82E-64,1.12136479,Ex11
CDH2,7.82E-64,0.669305836,Ex11
SGIP1,9.06E-64,0.687165237,Ex11
GUK1,9.50E-64,0.796471328,Ex11
MYEOV2,1.07E-63,0.953848556,Ex11
RNF144A,1.44E-63,0.744118773,Ex11
SIK2,1.64E-63,0.892396385,Ex11
BCL2L13,2.40E-63,0.930852668,Ex11
ZNF385B,3.58E-63,0.608845378,Ex11
KANSL3,4.03E-63,1.230909533,Ex11
PLCL1,2.12E-62,0.70858307,Ex11
HINT1,2.96E-62,0.736384981,Ex11
SREBF2,4.84E-62,0.737312856,Ex11
PTPDC1,8.43E-62,1.038008366,Ex11
RPL41,8.79E-62,0.947679462,Ex11
CAMKK2,1.18E-61,0.743022069,Ex11
ADAM22,1.45E-61,0.641514279,Ex11
CNTNAP3,1.70E-61,1.08058353,Ex11
GALNT2,1.89E-61,1.220488507,Ex11
MAML3,2.00E-61,0.953175438,Ex11
UBA1,3.33E-61,0.826137774,Ex11
RERG,3.44E-61,1.442104171,Ex11
RPL6,7.00E-61,0.930105645,Ex11
ATF6,8.87E-61,0.841424068,Ex11
RPL10A,9.53E-61,0.87477532,Ex11
PXYLP1,1.46E-60,0.834175605,Ex11
GAB2,2.11E-60,0.833795047,Ex11
CTDSPL,2.15E-60,0.702262201,Ex11
CDH12,2.85E-60,0.560627649,Ex11
AFF1,2.86E-60,0.837610584,Ex11
RPL7A,3.34E-60,0.839454802,Ex11
RPS3,4.60E-60,0.774588359,Ex11
RPL13,1.98E-59,0.651386893,Ex11
MAPK3,2.15E-59,0.807335597,Ex11
MSRB3,2.52E-59,1.06395049,Ex11
CDK16,5.57E-59,0.955751103,Ex11
ST3GAL5,8.44E-59,0.852234739,Ex11
SRGAP3,8.53E-59,0.654482135,Ex11
SSBP2,1.40E-58,0.806337575,Ex11
RPL34,1.85E-58,0.841928485,Ex11
DDX26B,6.18E-58,1.320427693,Ex11
JAKMIP1,7.06E-58,0.767521394,Ex11
ANKS1A,8.06E-58,0.797287405,Ex11
RAB40B,9.51E-58,0.765750832,Ex11
TMEM150C,1.20E-57,0.866079279,Ex11
STAT3,1.84E-57,0.971291853,Ex11
SAT1,2.14E-57,0.984046351,Ex11
SUSD1,4.66E-57,0.905192004,Ex11
CHMP3,5.65E-57,0.909980154,Ex11
RPSA,7.42E-57,0.694502988,Ex11
DDN,1.08E-56,0.729974566,Ex11
DDX5,1.76E-56,0.636750295,Ex11
RPS23,2.30E-56,0.947993116,Ex11
STK32C,2.45E-56,0.888795494,Ex11
PEA15,2.48E-56,0.669631831,Ex11
JAKMIP2,2.56E-56,0.550167545,Ex11
FHL2,3.16E-56,0.789027343,Ex11
NACA2,4.08E-56,1.08422962,Ex11
FBXL2,1.52E-55,0.669527856,Ex11
XPO5,1.92E-55,0.748948627,Ex11
FDFT1,1.92E-55,0.913097483,Ex11
GLDC,3.21E-55,1.254888658,Ex11
GOLM1,6.09E-55,0.644361613,Ex11
EEF2,7.71E-55,0.600192148,Ex11
SH3GL3,7.78E-55,0.633333392,Ex11
HNRNPA1,8.01E-55,0.736849345,Ex11
KDM1B,1.05E-54,1.098007799,Ex11
NDFIP2,1.21E-54,0.591680402,Ex11
PHACTR3,1.27E-54,0.652733047,Ex11
ITM2C,2.63E-54,0.628815494,Ex11
RPL23,3.14E-54,0.86139664,Ex11
ATE1,4.19E-54,0.767746933,Ex11
PDE2A,4.78E-54,0.625579508,Ex11
CDK14,5.90E-54,0.564817241,Ex11
RPL36AL,6.00E-54,0.866786154,Ex11
MCHR2,7.85E-54,0.826204673,Ex11
CCNY,1.08E-53,0.58111213,Ex11
MUM1L1,1.20E-53,1.198108935,Ex11
DUSP14,1.27E-53,1.133462254,Ex11
RTN4R,1.43E-53,0.713782325,Ex11
ADAM10,1.84E-53,0.684275171,Ex11
OPTN,2.10E-53,0.64361117,Ex11
CNNM1,2.61E-53,0.631014279,Ex11
RRAS2,8.95E-53,0.943458377,Ex11
BCL11B,1.71E-52,0.875998497,Ex11
NIN,2.57E-52,0.62211267,Ex11
SLAIN2,2.71E-52,0.962934441,Ex11
RPS4X,3.53E-52,0.87857353,Ex11
OSBPL3,3.79E-52,0.968850141,Ex11
RPL37A,4.54E-52,0.8330435,Ex11
SENP6,4.98E-52,0.553721882,Ex11
PHTF1,5.48E-52,0.74634447,Ex11
P2RX7,1.00E-51,0.663282448,Ex11
OGT,1.37E-51,0.610795073,Ex11
RPL36,2.45E-51,0.850968294,Ex11
DIP2A,2.87E-51,0.803033061,Ex11
REEP3,3.11E-51,0.943856923,Ex11
RPS8,4.00E-51,0.782000348,Ex11
TUBA1A,5.99E-51,0.594968565,Ex11
RPS27,6.84E-51,0.81468974,Ex11
BID,7.32E-51,0.952502915,Ex11
TCAF1,8.01E-51,0.617504307,Ex11
EPB41,9.21E-51,0.61298591,Ex11
HS3ST2,1.06E-50,0.53954912,Ex11
R3HCC1L,1.90E-50,0.997861239,Ex11
GALNTL6,2.24E-50,0.573470276,Ex11
RPS6,2.84E-50,0.846653506,Ex11
BCL7B,3.55E-50,0.718659925,Ex11
VSTM2B,3.60E-50,0.660971685,Ex11
GPR85,6.18E-50,0.886587202,Ex11
FMN1,3.55E-49,0.572727028,Ex11
BCAP29,4.87E-49,0.633161429,Ex11
PDZRN3,4.92E-49,0.580401155,Ex11
MMD,5.36E-49,0.619296718,Ex11
RPL5,5.58E-49,0.751385573,Ex11
SEPT11,1.05E-48,0.592559388,Ex11
RPL13A,1.35E-48,0.59870319,Ex11
CRIP2,1.44E-48,0.562138363,Ex11
DNM2,1.47E-48,0.75817786,Ex11
SUSD4,2.01E-48,0.51229069,Ex11
RPLP1,2.48E-48,0.745111559,Ex11
C1QTNF4,2.82E-48,0.635635796,Ex11
FAU,3.68E-48,0.752261731,Ex11
CLN8,3.93E-48,1.013672791,Ex11
CHSY3,5.07E-48,0.532184782,Ex11
ANO4,8.22E-48,0.702326796,Ex11
SERPINF1,9.30E-48,1.021863791,Ex11
CDC40,1.56E-47,0.685313442,Ex11
ARHGAP44,1.56E-47,0.536198646,Ex11
SLC7A8,2.17E-47,0.877597247,Ex11
RPL4,2.58E-47,0.560559385,Ex11
RPS12,2.77E-47,1.121390219,Ex11
SPRY2,2.77E-47,0.953547756,Ex11
THRA,3.47E-47,0.672065082,Ex11
LHFPL3,3.75E-47,0.986580136,Ex11
SOBP,3.84E-47,0.533527374,Ex11
MAN1C1,3.93E-47,0.506931166,Ex11
NAA35,4.13E-47,0.744779402,Ex11
RPL7,4.21E-47,0.787822854,Ex11
PCBD1,6.42E-47,0.911969285,Ex11
RPS5,7.13E-47,0.785638156,Ex11
FMNL2,8.01E-47,0.540481888,Ex11
CNNM4,1.03E-46,0.96218377,Ex11
SCYL2,1.06E-46,0.728301147,Ex11
RPL10,1.07E-46,0.654048919,Ex11
ADAMTS19,1.38E-46,1.139590879,Ex11
RPL3,1.63E-46,0.733771286,Ex11
CCK,1.28E-45,0.54397511,Ex11
RPS18,1.69E-45,0.644688202,Ex11
RPLP2,2.29E-45,0.736492697,Ex11
C19orf12,2.29E-45,0.750896898,Ex11
MAN1A2,2.99E-45,0.516086771,Ex11
UQCRB,4.81E-45,0.730204013,Ex11
RPS14,5.04E-45,0.665071879,Ex11
RPL27,5.69E-45,0.65479646,Ex11
COG2,1.01E-44,0.992551556,Ex11
ELOVL5,1.08E-44,1.026566555,Ex11
SESTD1,1.77E-44,0.643204168,Ex11
TRAPPC6B,2.04E-44,0.695118092,Ex11
COMMD7,2.58E-44,0.755932847,Ex11
FBN1,2.81E-44,0.638758809,Ex11
KLF7,4.37E-44,0.792947992,Ex11
RPL35A,5.48E-44,0.637286092,Ex11
IPPK,6.32E-44,0.855464859,Ex11
RHBDD2,7.12E-44,0.515512306,Ex11
SYT4,9.04E-44,0.526184004,Ex11
MIPEP,9.87E-44,0.698192399,Ex11
MZT2A,1.28E-43,0.746848783,Ex11
CDC14B,1.75E-43,0.713245799,Ex11
B3GALNT2,2.17E-43,0.853571639,Ex11
PPP6R2,2.31E-43,0.603245345,Ex11
MYO9B,3.21E-43,0.558116064,Ex11
BAIAP2L1,3.26E-43,0.788864992,Ex11
SGTA,3.72E-43,0.624304477,Ex11
CDC42SE1,3.81E-43,0.96783815,Ex11
RPS20,4.60E-43,0.647791505,Ex11
RPL31,7.96E-43,0.744796604,Ex11
SHC3,1.14E-42,0.520064457,Ex11
IGSF8,1.14E-42,0.559587405,Ex11
RPS9,1.27E-42,0.620803443,Ex11
ART3,1.27E-42,0.56725748,Ex11
TCF25,1.36E-42,0.563809207,Ex11
KIAA1958,1.52E-42,0.581235616,Ex11
DCLK2,2.14E-42,0.555313224,Ex11
MAN2B2,2.46E-42,0.90154342,Ex11
SLC44A2,2.83E-42,0.991389539,Ex11
SEPT2,3.12E-42,0.644343974,Ex11
PPP1R7,3.23E-42,0.509281969,Ex11
SMAP1,3.34E-42,0.601669093,Ex11
C6orf1,3.76E-42,0.552234277,Ex11
BNIP3,3.78E-42,0.564599058,Ex11
TPD52,4.16E-42,0.762662564,Ex11
VKORC1L1,4.79E-42,0.522582648,Ex11
RALBP1,7.99E-42,0.67111528,Ex11
INSIG1,8.30E-42,0.978368961,Ex11
PACRG,8.84E-42,0.57785225,Ex11
TACC1,1.09E-41,0.544486834,Ex11
APOO,1.23E-41,0.555837209,Ex11
MKRN2,1.28E-41,0.682640647,Ex11
WIPI2,3.31E-41,0.569495628,Ex11
SRPK1,4.49E-41,0.683081009,Ex11
RPL35,6.13E-41,0.539486486,Ex11
MTBP,7.52E-41,0.971166247,Ex11
PDP2,2.18E-40,0.742631217,Ex11
FHOD3,2.45E-40,0.617434399,Ex11
DEK,2.87E-40,0.933426459,Ex11
RPS25,5.71E-40,0.648115238,Ex11
MYL6,5.71E-40,0.704351703,Ex11
SLC25A14,7.74E-40,0.909131259,Ex11
ATP5E,7.74E-40,0.825524531,Ex11
FBXL16,1.16E-39,0.532872665,Ex11
UGP2,1.41E-39,0.543491785,Ex11
SRD5A1,1.58E-39,0.783725446,Ex11
PRMT8,1.67E-39,0.903377119,Ex11
PDLIM7,1.79E-39,0.926337519,Ex11
ARGLU1,3.14E-39,0.516548768,Ex11
KLF6,3.51E-39,0.806334019,Ex11
EIF4B,3.96E-39,0.515499463,Ex11
GABRA5,4.07E-39,0.564664243,Ex11
RPS27A,5.60E-39,0.694933682,Ex11
ERCC6,7.94E-39,0.849583031,Ex11
EPS15,7.98E-39,0.530992532,Ex11
FBXW8,8.01E-39,0.854590393,Ex11
RPS7,9.10E-39,0.70640016,Ex11
EPHA7,1.03E-38,0.511594857,Ex11
LRRC16A,1.20E-38,0.538001614,Ex11
GTF2H2,1.36E-38,0.84469949,Ex11
SGPL1,1.83E-38,0.603173531,Ex11
SYNJ1,1.95E-38,0.500533707,Ex11
IAH1,2.13E-38,0.660189329,Ex11
ARHGDIG,2.26E-38,0.715233191,Ex11
FERMT2,2.87E-38,1.140146306,Ex11
ULK2,4.49E-38,0.63651889,Ex11
RPL23A,5.26E-38,0.653284872,Ex11
C4orf47,6.31E-38,0.689992686,Ex11
UBR7,6.34E-38,0.983720454,Ex11
PLOD2,8.22E-38,0.993684931,Ex11
CCDC6,8.22E-38,0.515782044,Ex11
RPL8,8.44E-38,0.584594729,Ex11
CCDC146,8.63E-38,0.654270017,Ex11
AP1S3,9.59E-38,0.971180726,Ex11
GNAI1,1.02E-37,0.614217586,Ex11
RPL19,1.08E-37,0.516101608,Ex11
DIXDC1,2.26E-37,0.504276406,Ex11
TCEB1,3.00E-37,0.511895443,Ex11
NPM1,3.01E-37,0.687464624,Ex11
UQCRFS1,3.53E-37,0.599022412,Ex11
IDI1,3.79E-37,0.66255384,Ex11
NUBPL,4.46E-37,0.646286504,Ex11
FAR2,5.78E-37,0.620143102,Ex11
SCG2,6.32E-37,0.565286777,Ex11
ARPC2,7.94E-37,0.527401836,Ex11
ATG5,8.87E-37,0.622186345,Ex11
RHOBTB1,1.10E-36,0.609345929,Ex11
